Unique Bond No,URN,Journal Date,Date of Purchase,Date of Expiry,Name of the Purchaser,Denominations,Issue Branch Code,Issue Teller,Status
OC16353,15185 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16390,15186 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC12899,15187 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16355,15188 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16394,15189 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16384,15190 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16351,15191 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16380,15192 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC12887,15193 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16357,15194 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC12897,15195 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16378,15196 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC12889,15197 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16400,15198 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16376,15199 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC12895,15200 00001202310060000003293,2023-10-06,2023-10-06,2023-10-20,HALDIA ENERGY LIMITED,10000000,1,5898161,Paid
OC16356,15201 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,10000000,1,5898161,Paid
OC16358,15202 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,10000000,1,5898161,Paid
OL29674,15203 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OL29678,15204 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OL29672,15205 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OL29668,15206 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OL29676,15207 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OL29666,15208 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OL29670,15209 00001202310060000003299,2023-10-06,2023-10-06,2023-10-20,HIMALAYAN ENDEAVOUR PVT LTD,100000,1,5898161,Paid
OC14029,15210 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14023,15211 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14039,15212 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14035,15213 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14033,15214 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14021,15215 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14025,15216 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14027,15217 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14031,15218 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
OC14037,15219 00691202310060000003307,2023-10-06,2023-10-06,2023-10-20,JINDAL STEEL AND POWER LIMITED,10000000,691,8212066,Paid
TL15292,15220 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15290,15221 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15296,15222 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15298,15223 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15284,15224 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15286,15225 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15288,15226 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15282,15227 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15294,15228 00001202310060000003296,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15559,15229 00001202310060000003297,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15557,15230 00001202310060000003297,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15555,15231 00001202310060000003297,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15553,15232 00001202310060000003297,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15299,15233 00001202310060000003297,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15551,15234 00001202310060000003297,2023-10-06,2023-10-06,2023-10-20,M/S. RAMESH AGARWAL C S BOTTLING PL,1000000,1,5898161,Paid
TL15565,15235 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15571,15236 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15563,15237 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15575,15238 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15569,15239 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15561,15240 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15567,15241 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
TL15573,15242 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,1000000,1,5898161,Paid
OL29686,15243 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,100000,1,5898161,Paid
OL29680,15244 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,100000,1,5898161,Paid
OL29682,15245 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,100000,1,5898161,Paid
OL29684,15246 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,100000,1,5898161,Paid
OL29688,15247 00001202310060000003305,2023-10-06,2023-10-06,2023-10-20,MONALISA BOTTLING INDUSTRIES PVT LTD,100000,1,5898161,Paid
OC15596,15248 00300202310060000003303,2023-10-06,2023-10-06,2023-10-20,RAJESH MANNALAL AGRAWAL,10000000,300,1022034,Paid
OC15600,15249 00300202310060000003304,2023-10-06,2023-10-06,2023-10-20,SMRITI  AGRAWAL,10000000,300,1022034,Paid
OC6072,15250 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,10000000,813,6188222,Paid
OC5902,15251 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,10000000,813,6188222,Paid
OC3700,15252 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,10000000,813,6188222,Paid
OC6074,15253 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,10000000,813,6188222,Paid
OC6070,15254 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,10000000,813,6188222,Paid
TL9480,15255 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,1000000,813,6188222,Paid
TL9476,15256 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,1000000,813,6188222,Paid
TL9478,15257 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,1000000,813,6188222,Paid
TL9484,15258 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,1000000,813,6188222,Paid
TL9482,15259 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,1000000,813,6188222,Paid
TL9486,15260 00813202310060000003309,2023-10-06,2023-10-06,2023-10-20,THE SANDUR MANGANESE &AMP;AMP; IRON ORES LI,1000000,813,6188222,Paid
OC16360,15261 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,10000000,1,5898161,Paid
OC16366,15262 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,10000000,1,5898161,Paid
OC16368,15263 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,10000000,1,5898161,Paid
OC16364,15264 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,10000000,1,5898161,Paid
OC16362,15265 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,10000000,1,5898161,Paid
TL15554,15266 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15556,15267 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15582,15268 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15578,15269 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15576,15270 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15574,15271 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15588,15272 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15584,15273 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15566,15274 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15586,15275 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15580,15276 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15552,15277 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15564,15278 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15562,15279 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15560,15280 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15572,15281 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15590,15282 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15568,15283 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15558,15284 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
TL15570,15285 00001202310060000003301,2023-10-06,2023-10-06,2023-10-20,TRANSWAYS EXIM PRIVATE LIMITED,1000000,1,5898161,Paid
OC539,15286 00628202310060000003306,2023-10-06,2023-10-06,2023-10-20,TRIDENT LIMITED,10000000,628,5809436,Paid
OC541,15287 00628202310060000003306,2023-10-06,2023-10-06,2023-10-20,TRIDENT LIMITED,10000000,628,5809436,Paid
OC533,15288 00628202310060000003306,2023-10-06,2023-10-06,2023-10-20,TRIDENT LIMITED,10000000,628,5809436,Paid
OC536,15289 00628202310060000003306,2023-10-06,2023-10-06,2023-10-20,TRIDENT LIMITED,10000000,628,5809436,Paid
OC544,15290 00628202310060000003306,2023-10-06,2023-10-06,2023-10-20,TRIDENT LIMITED,10000000,628,5809436,Paid
OC14051,15291 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14077,15292 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14083,15293 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14047,15294 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14081,15295 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14069,15296 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14057,15297 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14079,15298 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14067,15299 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14045,15300 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14041,15301 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14055,15302 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14089,15303 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14085,15304 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14061,15305 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14043,15306 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14049,15307 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14065,15308 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14059,15309 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14071,15310 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14053,15311 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14087,15312 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14063,15313 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14073,15314 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OC14075,15315 00691202310060000003310,2023-10-06,2023-10-06,2023-10-20,VEDANTA LIMITED,10000000,691,8212066,Paid
OL28831,15316 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OL28835,15317 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OL28837,15318 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OL28829,15319 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OL28839,15320 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OL28833,15321 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OL28827,15322 00691202310060000003298,2023-10-06,2023-10-06,2023-10-20,VIVEK BANSAL,100000,691,8212066,Paid
OC15861,15323 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15905,15324 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15869,15325 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15828,15326 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15903,15327 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15834,15328 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15832,15329 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15885,15330 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15889,15331 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15850,15332 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15895,15333 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15873,15334 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15848,15335 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15826,15336 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15893,15337 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15887,15338 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15853,15339 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15863,15340 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15846,15341 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15901,15342 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15857,15343 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15875,15344 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15891,15345 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15865,15346 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15844,15347 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15840,15348 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15859,15349 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15899,15350 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15871,15351 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15867,15352 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15897,15353 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15836,15354 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15830,15355 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15838,15356 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15879,15357 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15881,15358 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15842,15359 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15877,15360 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15855,15361 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC15883,15362 00847202310060000003308,2023-10-06,2023-10-06,2023-10-20,WESTERN UP POWER TRANSMISSION COMPANY LI MITED,10000000,847,6458726,Paid
OC14019,15363 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14009,15364 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14003,15365 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14015,15366 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14001,15367 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14011,15368 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14005,15369 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14017,15370 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
OC14007,15371 00691202310060000003294,2023-10-06,2023-10-06,2023-10-20,YASHODA SUPER SPECIALITY HOSPITAL,10000000,691,8212066,Paid
